

 ********* 2016-09-06 10:22:44 Duration: 00:00:37 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
         1          14          24           9         78  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.bindCatalog
         3          50          83          44         78  . . . . . . . . . . . . . . . . cwt_do.getCatalogHelper
         3          40          66          35         78  . . . . . . . . . . . . . . . . . cwt_do.getClsInterface
         2          37          64          33         78  . . . . . . . . . . . . . . . . cwt_do.getClsInterface
        19         249         417         206         78  . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.onInit
        18         235         403         194         78  . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initGlobalVariables
         8         105         269          82         78  . . . . . . . . . . . . . . . . . cwt_do.getCatalogHelper
         6          82         245          64         78  . . . . . . . . . . . . . . . . . . cwt_do.getClsInterface
         3          41          68          36         78  . . . . . . . . . . . . . . . . . cwt_do.getClsInterface
         0           6          11           5         78  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.initial
         0           2           4           1         78  . . . . . . . . . . . . . . . . com.conceptwave.system.UserInterface.onInit
        62         796      55,198          68         78  . . . . . . . . . . . . . cwt_do.api.orderClassUI.updateItemsAndOrderState
         0           7          13           5         78  . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         0           3          15           2         78  . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectsByType
         2           5          36           2        388  . . . . . . . . . . . . . cwt_do.relatedObject.cwOnDocLoad
         1          23          31          20         78  . . . . . . . . . . . . cwt_do.orderInstance.cwOnDocInit
     3,922      50,294     106,716      10,973         78  . . . . . . . . . . . cwt_do.api.orderClassUI.save
     3,907      50,101     106,515      10,782         78  . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.save
     1,896      24,315      51,584       1,170         78  . . . . . . . . . . . . . cwt_do.orderInstance.cwOnDocStore
       947       1,217      25,022         113        778  . . . . . . . . . . . . . . $g$CER2.0-6.2-R25-33-38-42-47-52
       938         602      24,829          49      1,556  . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
       914         536      24,671          42      1,706  . . . . . . . . . . . . . . . . $g$getSourceRelations
        58           6          64           4      8,782  . . . . . . . . . . . . . . . . . $g$getItemById
         2           7          15           5        300  . . . . . . . . . . . . . . . . $g$getItemById
        41          83         175          74        494  . . . . . . . . . . . . . . $g$dvr_rsUni_uniID
        36          74         149          67        494  . . . . . . . . . . . . . . . $g$getParent
        31          64         136          58        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        16           6          50           5      2,470  . . . . . . . . . . . . . . . . . $g$getItemById
        37          76         187          67        494  . . . . . . . . . . . . . . $g$RS_CeVlanIdEvcMap_evcID
        30          61         161          55        494  . . . . . . . . . . . . . . . $g$getParent
        25          51         151          46        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        12           6          84           5      1,976  . . . . . . . . . . . . . . . . . $g$getItemById
        36          74         173          67        494  . . . . . . . . . . . . . . $g$dvr_rsUni_maxVc
        32          66         139          61        494  . . . . . . . . . . . . . . . $g$getParent
        28          58         128          53        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        15           6          45           5      2,470  . . . . . . . . . . . . . . . . . $g$getItemById
        35          71         472          56        494  . . . . . . . . . . . . . . $g$CER2.0-10.3-R12-002
        31          63         184          49        494  . . . . . . . . . . . . . . . $g$getParent
        26          54         171          40        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        13           6         111           5      1,992  . . . . . . . . . . . . . . . . . $g$getItemById
        32          66         492          59        494  . . . . . . . . . . . . . . $g$RS_CeVlanIdEvcMap_listOfCeVlanId
        28          58         479          52        494  . . . . . . . . . . . . . . . $g$getParent
        24          49         465          44        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        12           6          30           5      1,976  . . . . . . . . . . . . . . . . . $g$getItemById
        32          65         173          51        494  . . . . . . . . . . . . . . $g$dvr_cfssEvcUni_uniEvcID
        29          58         160          45        494  . . . . . . . . . . . . . . . $g$getParent
        24          50         145          37        494  . . . . . . . . . . . . . . . . $g$getSourceRelations
        13           6          79           5      1,992  . . . . . . . . . . . . . . . . . $g$getItemById
        31          79         252          56        389  . . . . . . . . . . . . . . $g$CER2.0-6.2-R30-40-50
        28          73         241          51        389  . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
        23          61         131          43        389  . . . . . . . . . . . . . . . . $g$getSourceRelations
        12           6          27           5      2,050  . . . . . . . . . . . . . . . . . $g$getItemById
         0           6          14           6         75  . . . . . . . . . . . . . . . . $g$getItemById
        30          79         185          55        389  . . . . . . . . . . . . . . $g$CER2.0-6.2-R29-39-49
        28          73         171          50        389  . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
        23          60         155          43        389  . . . . . . . . . . . . . . . . $g$getSourceRelations
        12           6          68           4      2,050  . . . . . . . . . . . . . . . . . $g$getItemById
         0           7          18           5         75  . . . . . . . . . . . . . . . . $g$getItemById
         5          13          62           8        389  . . . . . . . . . . . . . . $g$CER2.0-10.3-R07-002
         3           9          42           4        389  . . . . . . . . . . . . . . $g$mefServiceTechnology_PS_EVC
         3           4         147           3        778  . . . . . . . . . . . . . . $g$CER2.0-10.3-R13-002
         3           7          16           6        494  . . . . . . . . . . . . . . $g$CER2.0-10.3-R64-65-67
         2           4          24           3        494  . . . . . . . . . . . . . . $g$CER2.0-10.3-R103-002
         0         436         436         436          1  . . . . . . . . . . . . . cwt_do.siteDoc.cwOnDocVisualKey
         0         424         424         424          1  . . . . . . . . . . . . . . cwt_on_ovr.getSiteVisualKeyById
         0         414         414         414          1  . . . . . . . . . . . . . . . cwt_on_cim_ext.loadSiteUIDoc
         1          19          34          14         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.updatedBy-623915279.cwOnItemConversion
         0           7          19           6         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.relatedOrders--1406557411.cwOnItemConversion
         0           5          10           4         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.ordVer--1304809197.cwOnItemConversion
         0           5          11           4         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.createdBy-1080670400.cwOnItemConversion
         0           5          28           4         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.attrs--1024322927.cwOnItemConversion
         0           5          15           3         78  . . . . . . . . . . . . cwt_do.api.mapOrder2OrderInstanceDoc.notes--157140706.cwOnItemConversion
        15         197         310         165         78  . . . . . . . . . . . cwt_do.api.orderClassUI.onInit
        14         180         286         151         78  . . . . . . . . . . . . cwt_do.api.orderClassUI.initGlobalVariables
         2          36          56          30         78  . . . . . . . . . . . . . cwt_do.Constants
         0           1           3           1         78  . . . . . . . . . . . . . com.conceptwave.system.DataStructure.onInit
         0           2           4           2         78  . . . . . . . . . . . . com.conceptwave.system.UserInterface.onInit
         1          15          21          13         78  . . . . . . . . . . . cwt_do.api.orderClassFactory
     5,635   5,635,964   5,635,964   5,635,964          1  . . . . . . . . . cwt_sr.getProductHelper
     5,635   5,635,953   5,635,953   5,635,953          1  . . . . . . . . . . api_common.publish
     5,635   5,635,881   5,635,881   5,635,881          1  . . . . . . . . . . . cwtsr_Lib.getProduct
